model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,user_ride_quality_median,deviation_normal_count,user_uniq,target_bin
VW Tiguan,economy,petrol,4.94,2017,115799,2021,4.180862068965517,14122825.226780144,0.1,179.09614975815202,4.027173495921491,174,172,0
Volkswagen ID.4 ,premium,electro,4.28,2017,114851,2020,4.140287356321839,11634739.066408755,0.1,190.9159427349584,-4.022916383366763,174,148,0
Kia Rio X,economy,petrol,3.78,2014,65440,2020,3.971034482758621,10427202.01743424,0.1,182.8189927327652,-12.222694289893395,174,172,1
Hyundai Solaris,economy,petrol,5.64,2015,85634,2021,4.394310344827586,15279122.048795491,0.79,111.13270875205193,-0.8721399984260461,174,169,0
Kia Sportage,standart,petrol,4.3,2011,333,2016,3.9861494252873566,20923626.25638827,0.1,194.1824862473049,-1.046545161752367,174,172,1
Renault Sandero,standart,petrol,3.64,2014,61069,2020,4.229655172413794,12707451.384162776,0.1,187.2638758380245,-12.026616423261316,174,171,1
Hyundai Solaris,economy,petrol,3.44,2012,23820,2018,4.366379310344827,10087737.942458486,0.0,195.26724961265023,-12.078847016333402,174,173,0
Skoda Rapid,economy,petrol,3.88,2016,91963,2021,4.330287356321839,12766773.036538102,0.1,157.02620014633936,14.497785673430805,174,172,0
Mercedes-Benz E200,business,petrol,4.7,2011,3972,2017,4.24080459770115,8638417.396800485,0.0,188.92810741239467,3.114728399231704,174,174,0
Kia Rio,economy,petrol,5.3,2013,37578,2016,4.594367816091954,11058806.838904403,0.1,173.80469567696747,1.7942246053308653,174,171,0
Smart ForTwo,economy,petrol,5.26,2016,93285,2019,3.985,11551427.166888067,0.1,197.1885072297576,9.852332216646328,174,172,1
Smart ForFour,economy,petrol,3.52,2015,80239,2020,4.638908045977011,20933319.360756464,0.1,126.29943590039908,-15.055692047987622,174,173,0
VW Polo,economy,petrol,4.84,2015,79545,2019,4.572758620689655,10469000.773322972,0.1,161.60087880132605,0.8047121729680687,174,171,0
Nissan Qashqai,standart,petrol,4.64,2013,47424,2017,4.315459770114942,15081922.067373216,0.19,107.96416250470932,3.279643901504855,174,173,0
Smart ForTwo,economy,petrol,4.02,2017,119491,2017,4.602183908045977,17702253.212733928,0.1,186.23226150576463,-6.889992443613993,174,172,0
VW Polo,economy,petrol,5.06,2012,19306,2014,4.700862068965518,19695188.37962828,0.1,161.41404016779333,15.4364052518379,174,172,0
VW Tiguan,economy,petrol,2.6,2015,80235,2019,4.317298850574713,17250416.783524346,0.1,195.4337692764203,-4.749463430820396,174,172,1
Mini Cooper,business,petrol,5.44,2014,60625,2017,4.267873563218391,11333848.976646664,0.0,184.62486738315505,1.5396485885085096,174,172,0
VW Polo VI,economy,petrol,4.22,2014,69990,2016,4.754597701149425,14735045.96671777,0.1,130.2855817628742,0.0596548517310044,174,173,0
BMW 320i,business,petrol,3.86,2017,118653,2019,4.701724137931035,8864792.266151382,0.12,200.0,-9.623179821242491,174,172,0
Smart ForFour,economy,petrol,5.36,2017,131558,2020,3.838275862068965,15748773.210572803,0.1,189.84409110690984,9.163436044023577,174,173,0
VW Polo,economy,petrol,4.1,2014,63474,2019,4.510459770114943,15274989.572420835,0.1,197.4418965289712,-7.07868619828334,174,172,1
Renault Kaptur,standart,petrol,6.7,2012,19252,2019,4.6658620689655175,5648279.102047313,0.1,179.83887084230054,1.0225104636862166,174,171,0
Kia Rio X,economy,petrol,3.64,2015,75065,2014,4.401206896551724,19590245.482459437,0.1,164.0,-4.374645958294693,174,174,0
Kia Rio X-line,economy,petrol,4.62,2013,44567,2014,5.312356321839081,14618444.440088077,0.1,108.49259670099732,-8.023992665198586,174,174,0
Smart Coupe,economy,petrol,4.7,2014,69023,2018,4.093793103448276,14845152.943680126,0.1,192.3250998894841,9.740393193984309,174,170,1
VW Tiguan,economy,petrol,5.0,2016,98052,2020,4.789022988505747,12500831.174163502,0.27,187.0,2.3161526722658494,174,170,0
VW Polo,economy,petrol,3.88,2012,28835,2019,4.574655172413793,14287998.40187152,0.1,105.54769989670436,13.829301118522126,174,174,0
Kia Rio X-line,economy,petrol,4.92,2014,59945,2015,4.29919540229885,9634889.986633811,0.1,160.17149409227414,1.4921166031055368,174,172,0
Nissan Qashqai,standart,petrol,5.96,2015,79090,2019,4.041551724137931,5243840.601576762,0.1,187.7109250097897,11.477080141498792,174,173,0
Hyundai Solaris,economy,petrol,5.02,2014,53011,2017,4.122816091954023,16245323.726187997,0.1,183.7932291697112,9.215560067825702,174,173,0
Smart ForFour,economy,petrol,3.68,2016,102461,2017,5.424367816091954,10532525.484910222,1.1,115.75335095016868,12.052603009071431,174,174,0
Renault Kaptur,standart,petrol,5.04,2012,19858,2016,4.228045977011494,15794660.879581071,0.1,108.97768790712904,10.927354308144984,174,174,0
Kia Sportage,standart,petrol,3.62,2013,46107,2015,4.970977011494253,14367417.248162936,0.1,110.63401051047528,-9.276897624931566,174,173,0
Hyundai Solaris,economy,petrol,5.9,2015,92235,2020,4.662011494252873,14987219.067380965,0.1,119.45961493972298,-19.67215872115608,174,170,0
Hyundai Solaris,economy,petrol,4.14,2015,72538,2016,4.185287356321839,10075387.64195832,0.0,188.0,8.36487744951151,174,172,0
VW Polo,economy,petrol,4.24,2012,21861,2017,4.03712643678161,24207654.015046965,0.1,197.15691576068588,-4.8687317586836265,174,171,0
VW Polo,economy,petrol,2.44,2015,83179,2020,4.050459770114943,13658489.672007214,0.1,158.95046515026252,6.762529237431076,174,169,0
Renault Sandero,standart,petrol,4.22,2015,87528,2021,4.637413793103448,10437600.420632925,0.1,172.0,-1.9003283999513685,174,172,0
Nissan Qashqai,standart,petrol,4.28,2013,43827,2019,4.099712643678161,12889281.912623337,0.1,193.9997231443848,-4.891328308679238,174,171,1
VW Polo,economy,petrol,3.24,2014,59573,2016,4.442183908045977,16625771.813557882,0.1,108.068607540993,7.234718395161654,174,174,0
VW Polo VI,economy,petrol,5.16,2015,92727,2017,4.522758620689656,19278903.36208906,0.1,100.82241211909948,0.3253052034531778,174,173,0
Kia Sportage,standart,petrol,3.68,2013,37185,2018,4.823678160919541,11594837.904699393,0.35,186.2609447907408,1.3477441738946196,174,174,0
VW Polo VI,economy,petrol,2.36,2015,80927,2018,5.36316091954023,11906082.810387973,0.1,121.87675556488696,-3.6911084536602594,174,173,0
VW Polo VI,economy,petrol,5.0,2014,64544,2017,4.513908045977011,10710364.17875017,0.1,158.57831720731326,-4.344501000416857,174,170,0
Smart Coupe,economy,petrol,3.78,2014,63290,2015,3.9363793103448272,21259832.78295905,0.1,169.81773298265716,6.023429410125683,174,171,0
Smart Coupe,economy,petrol,4.0,2016,107211,2017,4.376091954022988,17109980.610915627,0.1,170.82006667830802,-8.487218291183638,174,174,0
VW Tiguan,economy,petrol,5.0,2013,47573,2019,4.660114942528736,14979409.173334096,0.1,188.8800736236132,-3.412082566202905,174,172,0
VW Tiguan,economy,petrol,4.86,2013,39123,2019,4.425517241379311,13120629.633797524,0.1,94.95104378243596,11.617571348838094,174,171,0
Hyundai Solaris,economy,petrol,3.38,2015,76597,2022,4.56948275862069,8573246.271759497,0.1,117.37932683464746,-4.605288331213361,174,172,0
Smart Coupe,economy,petrol,4.92,2016,90589,2018,4.001781609195402,10820871.535287917,0.1,199.7326420812254,5.006705028994018,174,169,1
MINI CooperSE,business,electro,4.32,2011,7708,2019,4.744252873563219,5401130.923830012,0.45,197.0,0.9672245268399848,174,167,0
Kia Rio X,economy,petrol,4.12,2011,3428,2016,5.388505747126437,10723258.680865956,0.1,117.06587708819922,-8.366436030210753,174,173,0
Kia Rio X-line,economy,petrol,4.54,2011,1243,2016,4.0471264367816095,14563127.994119154,0.1,171.49987106854618,2.745786038260155,174,171,0
Kia Rio,economy,petrol,4.52,2011,3558,2015,4.242873563218391,24523015.96892405,0.1,175.018202470319,-11.84236952621148,174,173,0
Kia Rio,economy,petrol,4.36,2012,28601,2016,4.230804597701149,16329777.640777836,0.1,179.5522797000664,14.63891926324424,174,171,1
VW Polo VI,economy,petrol,5.96,2014,62306,2018,4.775344827586207,9048334.470279245,0.3,182.0,-1.2757292388754171,174,170,0
Renault Kaptur,standart,petrol,3.86,2014,58136,2016,4.165114942528736,13396119.907011896,0.1,160.61287085320126,15.447123889248786,174,172,0
Kia Rio X-line,economy,petrol,3.9,2014,63700,2016,3.908793103448276,19999757.61792364,0.1,190.77490008929456,-0.3644837824892747,174,171,1
Smart Coupe,economy,petrol,4.42,2014,58708,2019,4.158448275862069,13686018.072317673,0.1,183.123786608318,-0.3710788173033212,174,173,0
VW Polo VI,economy,petrol,4.5,2015,86791,2017,5.34816091954023,21316261.11098724,0.4,122.0753626706026,-1.3873238824773626,174,174,0
Smart ForTwo,economy,petrol,6.32,2015,85858,2018,4.269310344827586,10747642.210748509,0.1,187.41893703252447,-0.3974531165704605,174,174,0
Nissan Qashqai,standart,petrol,4.16,2015,72269,2021,4.105862068965517,17367639.315818325,0.1,197.86660900892468,-9.456051355134392,174,171,0
Audi A4,premium,petrol,3.62,2014,65850,2021,5.28,7706232.16943164,0.1,121.22832764963198,-2.6245653204779957,174,174,0
Kia Rio,economy,petrol,3.7,2013,45873,2020,4.360862068965517,13423399.987621512,0.0,200.0,13.896858749181494,174,173,0
Smart ForTwo,economy,petrol,4.76,2015,70411,2022,5.23632183908046,12804481.17250983,0.1,107.3940726292436,-4.441382285783261,174,173,0
VW Polo,economy,petrol,5.5,2013,47183,2015,3.844942528735632,20776299.96354764,0.1,175.95194330921174,8.91843760489991,174,174,0
Mercedes-Benz E200,business,petrol,2.54,2013,49634,2019,5.26603448275862,13319938.510700095,0.21,114.53896700178572,-1.0899532752032837,174,173,0
Smart ForTwo,economy,petrol,6.16,2017,111958,2016,4.471264367816092,13234417.941469278,0.41,162.97388706429427,-20.122753543275586,174,173,0
Smart Coupe,economy,petrol,5.2,2014,71773,2021,4.193448275862068,11609755.69465618,0.1,188.5402467491171,-8.756352496139236,174,174,1
Kia Rio X,economy,petrol,4.16,2013,41911,2017,4.6242528735632185,9969626.860829763,0.1,194.1753029634478,4.518961565482149,174,173,0
Hyundai Solaris,economy,petrol,4.82,2014,61291,2015,4.394885057471265,11204929.29556484,0.1,106.75414752110564,-1.8344280795816597,174,172,0
VW Polo VI,economy,petrol,5.0,2013,43238,2016,3.9895977011494255,21958820.48287165,0.1,182.72827326920896,3.837450191143591,174,171,0
Nissan Qashqai,standart,petrol,3.52,2015,78008,2019,4.674942528735633,13288197.870571105,0.19,197.7856478750067,3.169955683865714,174,173,0
Renault Sandero,standart,petrol,4.2,2011,4953,2018,3.877873563218391,11549759.989488758,0.1,177.5200026079718,-21.41418203058965,174,174,0
Kia Rio X-line,economy,petrol,4.76,2013,41441,2016,4.469655172413793,11735023.927187372,0.1,105.07025631452534,-6.581327609464734,174,172,0
Skoda Rapid,economy,petrol,5.94,2017,116891,2022,4.281149425287356,9616568.856320843,0.1,189.35586834051227,-17.472948088225223,174,172,0
Hyundai Solaris,economy,petrol,5.02,2014,70581,2018,4.120057471264368,14446708.869800242,0.1,187.6855064128162,4.353311194453121,174,172,0
Skoda Rapid,economy,petrol,3.04,2015,89839,2015,4.779655172413793,12781125.86171395,0.1,172.97416566503074,-21.510228953550328,174,169,0
Renault Sandero,standart,petrol,4.46,2015,87321,2016,4.08448275862069,11730856.47343116,0.1,163.0,10.910340744782095,174,171,0
Kia Rio,economy,petrol,3.96,2015,86262,2016,4.283908045977012,20347804.184470944,0.0,200.0,5.160107851422527,174,174,0
Smart ForTwo,economy,petrol,2.9,2017,129485,2016,4.43367816091954,6769442.930157331,0.1,160.29955748651884,-4.31254923537848,174,172,0
Renault Kaptur,standart,petrol,4.64,2013,42966,2021,4.094540229885058,8749400.1376908,0.1,174.2323421865034,-0.1144599192597964,174,172,0
Kia Rio,economy,petrol,4.08,2015,92526,2020,4.741379310344827,9938748.201351358,0.1,187.0,-0.3222620906582385,174,172,0
Kia Rio X,economy,petrol,5.5,2015,78615,2021,4.635919540229885,13274083.984543378,0.1,119.0,-15.623430100223556,174,173,0
Smart ForFour,economy,petrol,3.7,2015,80085,2016,4.114712643678161,13059507.956211757,0.0,186.52739715925645,-3.74408896760024,174,173,0
VW Tiguan,economy,petrol,4.1,2016,98685,2017,5.206494252873563,22360252.15348933,0.1,113.6999862311522,-8.934278723645175,174,173,0
VW Polo VI,economy,petrol,5.6,2014,58615,2017,4.329080459770115,27257716.710132405,0.1,196.9130994403571,-7.56525559274161,174,173,1
Kia Sportage,standart,petrol,6.52,2013,38643,2020,5.428965517241379,10880388.549320364,0.77,121.24524143719294,6.109028657465208,174,171,0
Nissan Qashqai,standart,petrol,2.86,2015,96818,2022,4.057873563218391,12534436.946346246,0.1,162.64498781723017,-1.8734767993511192,174,169,0
Tesla Model 3,premium,electro,4.46,2016,105697,2020,4.505229885057471,6140716.287090896,0.21,162.20798690672322,-7.747989439785418,174,139,0
VW Tiguan,economy,petrol,4.2,2016,89745,2020,4.634310344827586,15609051.530986045,0.0,174.1970035444966,5.384679281870163,174,172,0
Skoda Rapid,economy,petrol,6.16,2014,73222,2021,4.642931034482759,17782231.07488654,0.1,156.0,0.8550648053633031,174,173,0
VW Polo VI,economy,petrol,2.88,2015,80627,2021,4.624425287356321,14647175.252184669,0.1,150.0,-15.032660486017765,174,168,0
Smart ForTwo,economy,petrol,3.88,2015,95278,2021,4.528333333333333,9350695.712558346,0.1,159.1264405471572,4.473490366910398,174,171,0
VW Polo,economy,petrol,4.94,2012,20697,2017,4.473218390804598,16667126.635408826,0.1,160.0,-14.019801627963124,174,170,0
Kia Rio X,economy,petrol,4.58,2015,76653,2017,5.531609195402299,9188553.865193604,0.1,113.08659318038411,0.6749527983530951,174,171,0
VW Polo,economy,petrol,6.78,2013,47847,2019,4.211436781609195,14571997.3209727,0.1,187.2592463548736,-4.000839801661998,174,173,1
Kia Rio,economy,petrol,4.14,2015,80679,2022,4.635747126436781,17006703.284487836,0.1,160.6424397654032,24.62167369831026,174,173,0
VW Tiguan,economy,petrol,4.38,2014,57344,2019,4.246666666666666,30787417.67937789,0.1,163.8489982505242,7.390142014838737,174,168,0
Renault Kaptur,standart,petrol,3.76,2014,61805,2018,5.53867816091954,12222384.428441009,0.1,119.87759169793468,1.1978812678799668,174,172,0
Nissan Qashqai,standart,petrol,4.38,2013,42354,2021,4.048390804597701,12539173.812013024,0.1,194.40610869442816,-4.695267132758101,174,174,0
Kia Rio,economy,petrol,4.26,2014,62546,2014,4.105804597701149,11525322.762991415,0.1,174.85272052238673,-3.819714205552586,174,166,0
MINI CooperSE,business,electro,2.62,2014,61589,2016,4.649425287356322,3970793.059791112,0.1,148.0,-0.5125582762282468,174,170,0
Smart Coupe,economy,petrol,3.16,2017,109328,2021,3.995172413793103,11878728.151125235,0.1,169.30981183130672,1.0711162587967724,174,172,0
Kia Sportage,standart,petrol,5.0,2011,17800,2018,3.71867816091954,13729379.192465072,0.1,187.074098906872,3.566793644669464,174,172,1
Skoda Rapid,economy,petrol,5.3,2016,110084,2021,4.46528735632184,7735890.770329512,0.1,129.40489267486427,0.2697139819652956,174,170,0
Kia Sportage,standart,petrol,2.4,2013,48731,2022,5.421551724137931,9326849.538802216,0.1,115.2952017440682,2.808788612716822,174,171,0
Kia Rio X-line,economy,petrol,4.34,2012,21076,2016,3.827701149425287,17581482.480445135,0.1,193.16477216406687,-13.748390939567043,174,173,1
Renault Kaptur,standart,petrol,5.22,2013,48901,2015,3.9691954022988503,19240733.72317696,0.1,197.27227601493664,8.647668993403183,174,173,1
VW Tiguan,economy,petrol,5.28,2015,90202,2020,4.549942528735633,11684800.291671714,0.19,200.0,-8.892525723421205,174,170,0
Smart ForTwo,economy,petrol,4.74,2015,88750,2017,5.223275862068966,17019014.269357346,0.1,111.33249858806576,-0.70644336065313,174,173,0
Kia Rio X,economy,petrol,3.9,2014,67911,2017,3.9289655172413793,18356528.179565206,0.0,169.18455338826254,18.91249999447784,174,173,0
Audi A3,premium,petrol,6.16,2017,135681,2019,5.200919540229886,8138655.796124884,0.1,105.6956817706418,7.273524240541722,174,173,0
VW Polo VI,economy,petrol,4.78,2012,19660,2017,4.202931034482758,15907569.604302818,0.1,197.36236055663448,3.5048082206808022,174,172,0
Audi A4,premium,petrol,4.9,2013,43364,2022,5.525459770114943,12093466.32480613,0.93,115.08727760374153,-2.605660067240685,174,172,0
Kia Sportage,standart,petrol,4.64,2013,47503,2020,4.66316091954023,9549731.505389417,0.1,183.0,0.3273635393662194,174,173,0
Smart Coupe,economy,petrol,4.64,2016,105879,2016,5.337183908045977,14598125.496372849,0.1,115.8856474359196,3.273660395291914,174,172,0
Kia Sportage,standart,petrol,3.54,2015,95693,2014,4.796206896551724,6731660.6015913645,0.1,174.0,-4.219259336140718,174,173,0
VW Polo,economy,petrol,4.88,2014,69857,2021,4.612701149425288,13685385.02942614,0.1,157.87222778256535,7.059264248166672,174,168,0
Renault Sandero,standart,petrol,4.92,2015,83683,2017,4.111091954022989,10773758.788361795,0.1,192.62987524934928,-14.375539113477055,174,171,0
VW Polo VI,economy,petrol,5.48,2014,57874,2016,4.524137931034483,12275651.825119998,0.1,132.03169743650236,1.5229549379679796,174,174,0
Mercedes-Benz E200,business,petrol,3.26,2013,43136,2016,4.002183908045977,14744414.21566929,0.1,181.876682668727,-17.384127470242873,174,171,1
VW Polo,economy,petrol,5.1,2014,64814,2018,4.624597701149425,12831580.837811558,0.1,168.73374160270765,-12.294740603261268,174,173,0
VW Polo,economy,petrol,2.94,2015,77177,2018,4.39816091954023,15989457.795788275,0.1,183.8449634168533,-4.266972049134994,174,174,0
Kia Rio,economy,petrol,3.44,2014,62922,2016,4.762758620689655,11195321.149501735,0.1,119.49541842695204,1.3588261622019928,174,169,0
VW Polo VI,economy,petrol,5.4,2014,63384,2014,4.766666666666667,7906417.480247062,0.19,129.6853748483422,-25.39749592377832,174,173,0
Renault Sandero,standart,petrol,6.44,2012,25486,2016,4.736091954022989,10072905.91976402,0.1,200.0,-4.297704039269332,174,171,0
Kia Rio X-line,economy,petrol,2.84,2011,1456,2020,4.840459770114943,12744631.442547703,0.1,183.65447259359783,-5.00020077661104,174,170,0
VW Polo,economy,petrol,5.26,2014,55993,2020,3.9955172413793103,18011917.304854892,0.1,192.25114586579247,-2.988699961097418,174,173,1
Kia Sportage,standart,petrol,5.56,2012,19469,2020,4.602816091954023,17935139.062817182,0.0,200.0,0.88413633327452,174,169,0
VW Polo VI,economy,petrol,2.36,2015,84504,2015,4.529942528735632,11873959.133438433,0.1,156.98298040444377,15.317165967436296,174,169,0
VW Tiguan,economy,petrol,4.14,2015,80326,2020,4.473505747126437,15325012.845305605,0.0,179.11931840053498,3.442734376654553,174,174,0
Renault Sandero,standart,petrol,5.22,2014,70461,2020,4.522701149425288,7234399.297118735,0.1,184.0,-7.931629564451319,174,173,0
Renault Sandero,standart,petrol,3.38,2014,57836,2020,4.539022988505747,9923775.216334822,0.1,119.36515997215496,3.067508491431543,174,174,0
Kia Sportage,standart,petrol,4.58,2011,771,2017,4.126954022988506,17786630.48107731,0.1,190.11791469991385,6.052882113416224,174,170,1
Kia Rio X,economy,petrol,4.4,2013,45516,2014,4.409080459770115,10222033.381264852,0.1,93.0,3.976995608348633,174,172,0
Kia Rio,economy,petrol,5.52,2012,22587,2017,4.622126436781609,10042283.47812444,0.1,119.26061390521777,-2.001381098134265,174,170,0
Smart ForTwo,economy,petrol,3.8,2016,102025,2017,3.7160344827586207,10473482.659158422,0.1,197.327032980334,-2.580938381901664,174,172,0
Kia Rio X-line,economy,petrol,3.76,2015,79591,2019,5.496954022988506,7577298.520425247,0.18,114.15000858797872,-7.516580926899094,174,170,0
Kia Rio,economy,petrol,3.24,2013,42976,2019,4.390919540229885,7678523.801695325,0.18,117.34052829878569,16.477721869244014,174,174,0
Kia Rio X,economy,petrol,4.4,2012,24141,2018,4.23448275862069,12200850.175456978,0.1,196.86087844460968,30.81389244145155,174,173,0
Kia Rio,economy,petrol,3.22,2015,85200,2020,4.468908045977011,16549942.012902804,0.0,182.6771650663985,-6.752377693493787,174,174,0
VW Polo VI,economy,petrol,4.68,2014,68733,2016,4.501609195402299,22340986.250462525,0.1,100.97409680736844,-6.898551045923066,174,174,0
Skoda Rapid,economy,petrol,1.78,2017,114952,2018,4.763045977011494,10763062.211690174,0.1,195.0,-2.8962420557435893,174,170,0
Smart ForFour,economy,petrol,3.24,2016,104373,2020,4.798275862068965,9889239.798735498,0.1,181.6191795547014,2.310445691233623,174,173,0
Nissan Qashqai,standart,petrol,3.52,2015,82476,2016,4.046321839080459,15801454.060701191,0.1,167.24612671139062,-20.16280751048977,174,173,0
Nissan Qashqai,standart,petrol,4.3,2014,57339,2020,4.045402298850575,10209355.29185777,0.1,163.49877813594702,0.0951704938286594,174,170,0
Tesla Model 3,premium,electro,4.78,2015,93044,2019,5.255344827586207,15569931.853150597,0.1,105.88639597817738,-6.644751994071171,174,150,0
Renault Sandero,standart,petrol,4.0,2013,43063,2022,5.361896551724138,11284340.870781178,0.1,117.2940431937672,13.401519125433012,174,172,0
Kia Rio X,economy,petrol,3.52,2011,2525,2017,5.468218390804598,11273881.833362067,0.1,120.0,-17.805733204104047,174,172,0
Kia Rio X,economy,petrol,5.0,2014,62846,2015,4.600344827586207,17722414.421984397,0.1,152.43212987618224,6.363766798353588,174,169,0
Kia Rio X,economy,petrol,4.26,2015,78179,2016,4.677298850574712,16743521.75311444,0.1,118.01747360814248,-10.877735755568237,174,173,0
VW Polo VI,economy,petrol,2.3,2013,45400,2016,4.686781609195402,25797792.571298536,0.0,200.0,-12.589049080542754,174,172,0
Kia Sportage,standart,petrol,3.98,2015,87418,2015,4.28264367816092,14485619.060129864,0.1,101.38763387873698,8.237001234782728,174,169,0
Smart ForTwo,economy,petrol,5.06,2017,124836,2016,4.731551724137931,7937444.141161504,0.1,153.28482205240246,-7.776048350304018,174,171,0
Kia Rio,economy,petrol,5.4,2012,18634,2016,3.99948275862069,11165046.659916984,0.1,156.0859842414317,14.086688043124845,174,174,0
VW Polo,economy,petrol,5.06,2014,57538,2018,4.522068965517241,17131882.233701717,0.0,162.29906105338816,14.00145887354418,174,174,0
Hyundai Solaris,economy,petrol,4.38,2015,73239,2014,3.90735632183908,14033380.63259059,0.1,180.7941426629446,6.31361427590905,174,172,0
Smart ForFour,economy,petrol,5.44,2016,94843,2018,4.620689655172414,18652726.513755176,0.1,118.0,-9.302821466633738,174,171,0
Hyundai Solaris,economy,petrol,4.9,2014,71501,2015,4.177183908045977,10660071.66643467,0.1,198.9419691123896,2.136735545871323,174,173,1
Renault Kaptur,standart,petrol,5.4,2015,80530,2022,4.706551724137931,11678272.02959312,0.1,177.95820656595114,1.854897178099287,174,172,0
Kia Rio,economy,petrol,3.9,2014,63603,2015,4.812241379310345,20840568.19924762,0.25,167.61184003475722,8.594111865067713,174,174,0
Renault Kaptur,standart,petrol,4.58,2015,79379,2018,4.263333333333334,12655045.598134872,0.1,169.0,1.6268489860587951,174,172,0
Smart Coupe,economy,petrol,3.54,2016,106942,2015,4.896551724137931,17406409.30190914,0.1,181.2348147265284,-3.6405882304405006,174,171,0
Renault Kaptur,standart,petrol,3.16,2012,26334,2016,4.542356321839081,11567309.2154583,0.1,176.836413298117,0.4576996058344944,174,169,0
Kia Rio,economy,petrol,2.74,2012,23969,2017,4.243045977011494,16032681.85213996,0.1,194.9760786859866,-2.725578569104384,174,173,1
Smart Coupe,economy,petrol,4.64,2015,88230,2020,4.07816091954023,16414557.269289874,0.1,171.85004814166763,9.519135382644876,174,172,0
VW Polo,economy,petrol,4.26,2015,95986,2018,3.965402298850575,11491655.689017007,0.1,197.9079391712164,5.329309255608944,174,174,0
VW Polo VI,economy,petrol,5.56,2013,41720,2016,4.396954022988506,11963755.38286624,0.1,152.0,-8.702915491791448,174,172,0
VW Tiguan,economy,petrol,4.26,2017,117865,2022,4.69816091954023,17070366.787638016,0.1,175.11433481998597,-1.249510310085132,174,169,0
Skoda Rapid,economy,petrol,3.58,2015,91690,2019,4.5023563218390805,20505562.731671203,0.0,165.00375926456525,14.441587590247856,174,171,0
VW Polo,economy,petrol,5.74,2014,77167,2019,4.154310344827587,13779378.181395348,0.1,100.32935152288492,-3.15964894255198,174,171,0
Mercedes-Benz GLC,business,petrol,5.42,2015,76964,2020,5.310114942528736,16723109.223532137,0.15,114.0377190366302,-12.777499452612348,174,170,0
Nissan Qashqai,standart,petrol,4.48,2012,23515,2020,5.43316091954023,6319818.831639207,0.18,104.93084449764316,5.329654511379715,174,169,0
Skoda Rapid,economy,petrol,4.52,2014,62068,2017,5.544942528735633,20379217.87210302,0.1,111.1283170618472,-4.271274736596084,174,171,0
Renault Kaptur,standart,petrol,4.54,2011,6662,2021,4.5648850574712645,8602548.997840611,0.1,118.02843722742188,-4.786234611096488,174,174,0
Smart Coupe,economy,petrol,4.22,2014,63491,2018,4.685574712643678,9430594.931396836,0.1,141.31664962964658,-8.504600308157281,174,169,0
Kia Rio X,economy,petrol,3.62,2015,84099,2021,4.69316091954023,13176742.422054565,0.1,192.0,8.195039223352904,174,173,0
Smart ForFour,economy,petrol,5.8,2013,42314,2018,4.632816091954023,12424322.38391392,0.1,200.0,8.290105682161437,174,172,0
Kia Rio X-line,economy,petrol,3.26,2015,88801,2019,4.285344827586207,8583367.96927092,0.1,119.18247607967756,-2.5709358067880927,174,171,0
Kia Rio X-line,economy,petrol,4.02,2015,84559,2016,4.597298850574712,10948154.351821676,0.54,137.0357596346183,-5.902314909692821,174,172,0
Kia Rio,economy,petrol,4.98,2012,31082,2015,4.766436781609196,13329284.185277808,0.1,200.0,9.234820807535122,174,170,0
Kia Sportage,standart,petrol,4.9,2013,39388,2015,4.707011494252874,13941233.18569908,0.1,200.0,9.830625709745476,174,172,0
Kia Rio X-line,economy,petrol,5.44,2013,40168,2017,4.582356321839081,14375548.640494537,0.1,129.35581325414668,-5.9960717406844175,174,170,0
Renault Sandero,standart,petrol,4.02,2013,40795,2022,5.539885057471265,7432031.077225674,0.1,111.36865681769852,6.297519471170096,174,174,0
Skoda Rapid,economy,petrol,5.16,2015,76798,2018,4.745862068965517,13762097.422211086,0.1,200.0,5.129821163694356,174,169,0
Nissan Qashqai,standart,petrol,4.46,2012,22077,2019,4.140632183908046,12311694.910258813,0.0,195.0,-0.9090312369014824,174,173,0
Smart ForFour,economy,petrol,4.48,2016,108946,2015,4.082068965517241,16022903.968512625,0.1,167.2521003392712,7.800305214520158,174,171,0
Hyundai Solaris,economy,petrol,3.68,2015,86145,2019,4.675,9705519.650677953,0.25,119.0,9.20134393820794,174,171,0
Hyundai Solaris,economy,petrol,4.84,2015,77622,2019,4.617528735632185,18708050.820568584,0.1,186.25183847898808,-0.0074718862579935,174,173,0
VW Polo,economy,petrol,4.04,2014,62532,2021,5.422988505747127,11764358.402131476,0.78,121.8886583430138,-12.5795241758142,174,174,0
Kia Rio X-line,economy,petrol,4.48,2014,57517,2021,4.571264367816092,17889576.55306146,0.61,118.58739314987572,1.7977371986386603,174,173,0
Smart ForTwo,economy,petrol,2.56,2017,116890,2019,4.73396551724138,7745116.046449654,0.1,200.0,-7.1239284646964816,174,172,0
Renault Kaptur,standart,petrol,5.08,2013,40981,2022,4.467758620689655,14461518.491007363,0.1,116.70006453626114,8.785120234565754,174,172,0
Smart Coupe,economy,petrol,4.84,2017,117827,2017,5.287068965517242,15196295.553120611,0.54,101.4106326020554,10.688163604467103,174,173,0
Renault Kaptur,standart,petrol,3.42,2011,415,2016,3.7518390804597694,19847082.589666247,0.1,197.2891868894773,14.412569537456765,174,173,1
VW Tiguan,economy,petrol,4.04,2016,88128,2020,4.473793103448276,14860530.812849188,0.1,110.58112161024386,0.1232844701889352,174,170,0
